ID_alt	themeLabel_alt	themeLabel_neu	ID_neu
http://zora.uni-trier.de:11000/entity/Q2914	histoire naturelle	histoire naturelle	http://data.mimotext.uni-trier.de/entity/Q2934
http://zora.uni-trier.de:11000/entity/Q2915	humanité	humanité	http://data.mimotext.uni-trier.de/entity/Q2935
http://zora.uni-trier.de:11000/entity/Q2916	hypocrisie	hypocrisie	http://data.mimotext.uni-trier.de/entity/Q2936
http://zora.uni-trier.de:11000/entity/Q2917	idéal	idéal	http://data.mimotext.uni-trier.de/entity/Q2937
http://zora.uni-trier.de:11000/entity/Q2918	idée	idée	http://data.mimotext.uni-trier.de/entity/Q2938
http://zora.uni-trier.de:11000/entity/Q2919	identité	identité	http://data.mimotext.uni-trier.de/entity/Q2939
http://zora.uni-trier.de:11000/entity/Q2920	idéologie	idéologie	http://data.mimotext.uni-trier.de/entity/Q2940
http://zora.uni-trier.de:11000/entity/Q2921	idolâtrie	idolâtrie	http://data.mimotext.uni-trier.de/entity/Q2941
http://zora.uni-trier.de:11000/entity/Q2922	illusion	illusion	http://data.mimotext.uni-trier.de/entity/Q2942
http://zora.uni-trier.de:11000/entity/Q2923	illustration	illustration	http://data.mimotext.uni-trier.de/entity/Q2943
http://zora.uni-trier.de:11000/entity/Q2924	imagination	imagination	http://data.mimotext.uni-trier.de/entity/Q2944
http://zora.uni-trier.de:11000/entity/Q2925	imitation	imitation	http://data.mimotext.uni-trier.de/entity/Q2945
http://zora.uni-trier.de:11000/entity/Q2926	imprimerie	imprimerie	http://data.mimotext.uni-trier.de/entity/Q2946
http://zora.uni-trier.de:11000/entity/Q2927	inceste	inceste	http://data.mimotext.uni-trier.de/entity/Q2947
http://zora.uni-trier.de:11000/entity/Q2928	individualisme	individualisme	http://data.mimotext.uni-trier.de/entity/Q2948
http://zora.uni-trier.de:11000/entity/Q2929	industrialisation	industrialisation	http://data.mimotext.uni-trier.de/entity/Q2949
http://zora.uni-trier.de:11000/entity/Q2930	inimitié	inimitié	http://data.mimotext.uni-trier.de/entity/Q2950
http://zora.uni-trier.de:11000/entity/Q2931	inspiration	inspiration	http://data.mimotext.uni-trier.de/entity/Q2951
http://zora.uni-trier.de:11000/entity/Q2932	interaction	interaction	http://data.mimotext.uni-trier.de/entity/Q2952
http://zora.uni-trier.de:11000/entity/Q2933	ironie	ironie	http://data.mimotext.uni-trier.de/entity/Q2953
http://zora.uni-trier.de:11000/entity/Q2934	Islam	Islam	http://data.mimotext.uni-trier.de/entity/Q2954
http://zora.uni-trier.de:11000/entity/Q2935	jalousie	jalousie	http://data.mimotext.uni-trier.de/entity/Q2955
http://zora.uni-trier.de:11000/entity/Q2936	jésuite	jésuite	http://data.mimotext.uni-trier.de/entity/Q2956
http://zora.uni-trier.de:11000/entity/Q2937	joie	joie	http://data.mimotext.uni-trier.de/entity/Q2957
http://zora.uni-trier.de:11000/entity/Q2938	journalisme	journalisme	http://data.mimotext.uni-trier.de/entity/Q2958
http://zora.uni-trier.de:11000/entity/Q2939	Judaïsme	Judaïsme	http://data.mimotext.uni-trier.de/entity/Q2959
http://zora.uni-trier.de:11000/entity/Q2940	jugement	jugement	http://data.mimotext.uni-trier.de/entity/Q2960
http://zora.uni-trier.de:11000/entity/Q2941	justice	justice	http://data.mimotext.uni-trier.de/entity/Q2961
http://zora.uni-trier.de:11000/entity/Q2942	justice	justice	http://data.mimotext.uni-trier.de/entity/Q2962
http://zora.uni-trier.de:11000/entity/Q2943	laïcisation	laïcisation	http://data.mimotext.uni-trier.de/entity/Q2963
http://zora.uni-trier.de:11000/entity/Q2944	laideur	laideur	http://data.mimotext.uni-trier.de/entity/Q2964
http://zora.uni-trier.de:11000/entity/Q2945	langue	langue	http://data.mimotext.uni-trier.de/entity/Q2965
http://zora.uni-trier.de:11000/entity/Q2946	lecture	lecture	http://data.mimotext.uni-trier.de/entity/Q2966
http://zora.uni-trier.de:11000/entity/Q2947	libéralisme	libéralisme	http://data.mimotext.uni-trier.de/entity/Q2967
http://zora.uni-trier.de:11000/entity/Q2948	liberté	liberté	http://data.mimotext.uni-trier.de/entity/Q2968
http://zora.uni-trier.de:11000/entity/Q2949	libertinage	libertinage	http://data.mimotext.uni-trier.de/entity/Q2969
http://zora.uni-trier.de:11000/entity/Q2950	littérature clandestine	littérature clandestine	http://data.mimotext.uni-trier.de/entity/Q2970
http://zora.uni-trier.de:11000/entity/Q2951	livre	livre	http://data.mimotext.uni-trier.de/entity/Q2971
http://zora.uni-trier.de:11000/entity/Q2952	Lumières	Lumières	http://data.mimotext.uni-trier.de/entity/Q2972
http://zora.uni-trier.de:11000/entity/Q2953	luxe	luxe	http://data.mimotext.uni-trier.de/entity/Q2973
http://zora.uni-trier.de:11000/entity/Q2954	machine	machine	http://data.mimotext.uni-trier.de/entity/Q2974
http://zora.uni-trier.de:11000/entity/Q2955	magnétisme	magnétisme	http://data.mimotext.uni-trier.de/entity/Q2975
http://zora.uni-trier.de:11000/entity/Q2956	mal	mal	http://data.mimotext.uni-trier.de/entity/Q2976
http://zora.uni-trier.de:11000/entity/Q2957	maladie	maladie	http://data.mimotext.uni-trier.de/entity/Q2977
http://zora.uni-trier.de:11000/entity/Q2958	malheur	malheur	http://data.mimotext.uni-trier.de/entity/Q2978
http://zora.uni-trier.de:11000/entity/Q2959	masque	masque	http://data.mimotext.uni-trier.de/entity/Q2979
http://zora.uni-trier.de:11000/entity/Q2960	matérialisme	matérialisme	http://data.mimotext.uni-trier.de/entity/Q2980
http://zora.uni-trier.de:11000/entity/Q2961	mathématiques	mathématiques	http://data.mimotext.uni-trier.de/entity/Q2981
http://zora.uni-trier.de:11000/entity/Q2962	mécanique	mécanique	http://data.mimotext.uni-trier.de/entity/Q2982
